,clusters
cg20507276,6
cg20591472,0
cg20598894,1
cg20692980,6
cg20768358,6
cg21139639,6
cg21263566,7
cg21448423,2
cg21523751,2
cg21606490,6
cg21696012,7
cg21805734,6
cg21815704,7
cg21870884,3
cg22165175,3
cg22386492,2
cg22401679,2
cg22512670,1
cg22627753,4
cg22670572,6
cg22694271,7
cg22730004,1
cg22789976,1
cg22809683,1
cg22848646,7
cg22875332,6
cg22901840,6
cg23019889,5
cg23078123,1
cg23084506,6
cg23095383,4
cg23206461,6
cg23627354,6
cg23683497,4
cg23733394,6
cg23915527,6
cg23961843,6
cg23983887,4
cg24150153,0
cg24401262,7
cg24433287,3
cg24474852,5
cg24502330,7
cg24503407,6
cg24553170,2
cg24693760,6
cg24742520,3
cg24871743,6
cg24931632,3
cg25104727,6
cg25187161,2
cg25199552,7
cg25203916,4
cg25215028,1
cg25256723,1
cg25302646,4
cg25408950,7
cg25410668,5
cg25597117,6
cg25602718,6
cg25838465,6
cg26015416,6
cg26032419,4
cg26050864,3
cg26105956,7
cg26118326,4
cg26189021,4
cg26271435,4
cg26304237,0
cg26328951,4
cg26372517,5
cg26407558,6
cg26570389,6
cg26804772,2
cg26864766,1
cg26894354,1
cg27003165,2
cg27176729,3
cg27541604,4
cg27573991,6
cg00059089,4
cg00458932,4
cg00495775,0
cg00544573,4
cg00602811,2
cg00689213,1
cg00720159,7
cg00982136,4
cg01017244,6
cg01123250,6
cg01273330,6
cg01331772,6
cg01479768,6
cg01491071,4
cg01584932,7
cg01726273,4
cg01728482,6
cg01766396,7
cg01928206,4
cg01940273,6
cg01942558,7
cg02111865,7
cg02116283,7
cg02243157,7
cg02255510,1
cg02444957,4
cg02584498,2
cg02646515,4
cg02675527,6
cg02746381,3
cg03065107,4
cg03147185,4
cg03389926,4
cg03626672,1
cg03716125,4
cg03906115,7
cg03936870,1
cg03938978,6
cg04075726,7
cg04195125,3
cg04519775,4
cg04670857,0
cg04722349,6
cg04845466,6
cg04873188,7
cg04945753,4
cg04955914,1
cg05057534,7
cg05081953,4
cg05363871,4
cg05528339,7
cg05564251,4
cg05609159,1
cg05616969,3
cg05624376,7
cg05875017,6
cg05890855,4
cg05951221,6
cg05995465,6
cg06153448,6
cg06240854,1
cg06271067,2
cg06372850,5
cg06574296,6
cg06639320,5
cg06848247,6
cg07197831,4
cg07227049,7
cg07307994,6
cg07319315,7
cg07615802,6
cg07782112,6
cg08010094,6
cg08035323,1
cg08348957,6
cg08455099,5
cg08467103,2
cg09154591,2
cg09198968,6
cg09287629,3
cg09303312,5
cg09324018,7
cg09353052,4
cg09399716,6
cg09455823,2
cg09692695,2
cg09715285,5
cg09727050,7
cg09841889,7
cg10075819,4
cg10089963,5
cg10106284,2
cg10107473,1
cg10359347,6
cg10416784,4
cg10447327,7
cg10639368,6
cg10827754,7
cg10881225,6
cg10898024,2
cg10944063,1
cg11009736,2
cg11028872,7
cg11059159,6
cg11234688,6
cg11505026,2
cg11660398,5
cg11807280,1
cg11872231,4
cg11916609,7
cg11947548,2
cg12058385,7
cg12313149,7
cg12500956,6
cg12760299,6
cg12940181,7
cg12966876,4
cg13135455,4
cg13149736,1
cg13156207,4
cg13388731,1
cg13391675,2
cg13758331,3
cg13847640,6
cg13854012,6
cg13875008,1
cg13903421,6
cg14003416,2
cg14102437,7
cg14209730,7
cg14639163,5
cg14898223,2
cg15025240,2
cg15344192,2
cg15541040,6
cg15612945,7
cg15652532,6
cg15736127,3
cg15989068,0
cg16058600,5
cg16350446,7
cg16640358,1
cg17052675,6
cg17112958,0
cg17216243,7
cg17445212,6
cg17594003,2
cg17717333,6
cg17959183,7
cg18006568,0
cg18107006,7
cg18141622,7
cg18145105,5
cg18154283,4
cg18328334,2
cg18739675,2
cg18826637,4
cg18899117,7
cg19000647,3
cg19040195,2
cg19077806,1
cg19083407,6
cg19089617,4
cg19225688,2
cg19410609,7
cg19654437,4
cg19671120,0
cg19805943,2
cg19828970,7
cg19867914,2
cg19903071,3
cg20219891,6
cg20325573,6
cg20348746,1
cg20398418,3
cg20563666,6
cg20608990,1
cg20846728,6
cg20891558,6
cg20954977,2
cg21023831,1
cg21188652,1
cg21232161,7
cg21319458,3
cg21368063,4
cg21482265,6
cg21512179,4
cg21563471,4
cg21819782,6
cg21849780,6
cg21862353,6
cg22007809,1
cg22022881,6
cg22033586,3
cg22047282,2
cg22094163,6
cg22276371,6
cg22303418,3
cg22363368,4
cg22478317,4
cg22666015,7
cg22737154,2
cg22833612,7
cg22943590,1
cg22957691,7
cg23008718,3
cg23013850,3
cg23077820,3
cg23119026,1
cg23320965,2
cg23363263,7
cg23482132,1
cg23688111,1
cg23737263,6
cg23817627,6
cg24168002,7
cg24290756,4
cg24475517,7
cg24601559,2
cg24605325,4
cg24608504,7
cg24768116,6
cg25223285,6
cg25305879,7
cg25413977,2
cg25757820,7
cg26090072,2
cg26094651,6
cg26164488,7
cg26179400,6
cg26207766,2
cg26309498,6
cg26343883,5
cg26530942,4
cg26748578,1
cg26823762,3
cg26843807,6
cg27048432,6
cg27134910,2
cg27218978,7
cg27237671,6
cg27597853,1
cg27614178,3
cg00238910,6
cg00303541,5
cg00329615,1
cg00390253,4
cg00446046,7
cg00472373,4
cg00481951,5
cg00832928,6
cg01062024,4
cg01069738,4
cg01178099,7
cg01289541,1
cg01292810,6
cg01331196,2
cg01353941,6
cg01542719,4
cg01556706,7
cg01671681,1
cg01844642,5
cg02047661,1
cg02241759,7
cg02332525,3
cg02527881,1
cg02782895,1
cg03171795,7
cg03274391,1
cg03520471,1
cg03530962,1
cg03556243,2
cg03751527,7
cg03779374,2
cg04228468,0
cg04244170,7
cg04357717,1
cg04422741,7
cg04474366,4
cg04508804,5
cg04521004,0
cg04903759,7
cg05129081,1
cg05279738,1
cg05371578,0
cg05433805,6
cg05529343,2
cg05547895,6
cg05625284,2
cg05628049,3
cg05655806,4
cg05700079,0
cg05936004,7
cg06489037,7
cg06583921,1
cg06661266,1
cg06706813,7
cg06737494,5
cg06740950,7
cg06798483,4
cg06806862,1
cg07275179,7
cg07620573,6
cg08033130,6
cg08124030,1
cg08359464,7
cg08468401,1
cg08526209,4
cg08821998,6
cg09417547,7
cg09447811,7
cg09467433,7
cg09599062,2
cg09611620,4
cg09626521,1
cg10727673,1
cg10784511,4
cg11084334,0
cg11099600,6
cg11160908,1
cg11321190,4
cg11488033,6
cg11740416,3
cg11938367,4
cg12184221,4
cg12196294,7
cg12200866,1
cg12508343,0
cg12899747,1
cg12962542,2
cg12963656,3
cg13050802,2
cg13229867,1
cg13244293,4
cg13256912,1
cg13388769,4
cg13441156,7
cg13612275,6
cg13679679,2
cg13799772,7
cg13879776,3
cg14016236,7
cg14187293,6
cg14188401,1
cg14209346,1
cg14312439,7
cg14473924,3
cg14574489,2
cg14583999,2
cg14614917,4
cg14664412,7
cg14671809,1
cg14703454,2
cg14772800,0
cg14775286,1
cg15028548,2
cg15360181,4
cg15504461,3
cg15693572,1
cg15703322,6
cg15906260,4
cg15957055,0
cg16154857,4
cg16163419,2
cg16181396,5
cg16782084,4
cg16932827,1
cg16975614,6
cg17067226,4
cg17279458,5
cg17448336,3
cg17460445,6
cg17660833,2
cg18095675,7
cg18333339,1
cg18405719,1
cg18450254,2
cg18480675,2
cg18496212,2
cg18522231,6
cg18720486,3
cg18770216,2
cg18918831,6
cg18998911,3
cg19266387,3
cg19483007,1
cg19605623,2
cg19668234,2
cg19729744,1
cg19760965,3
cg20267101,1
cg20668765,2
cg20747538,1
cg20917491,6
cg20925462,3
cg21213853,5
cg21260733,6
cg21360910,2
cg21434132,6
cg21723486,2
cg21735741,6
cg21792134,7
cg21821982,7
cg21827317,6
cg21832546,7
cg21899500,5
cg21968765,1
cg22156842,1
cg22380007,2
cg22583147,4
cg22870429,4
cg23005227,4
cg23651889,4
cg23828301,7
cg24175188,7
cg24200753,1
cg24337025,6
cg24512093,4
cg24769830,6
cg25250358,0
cg25437886,7
cg25631489,4
cg25711003,2
cg25799109,1
cg25818109,4
cg25857695,6
cg25975856,6
cg26062204,4
cg26690511,7
cg26712821,1
cg27020216,0
cg27084654,4
cg27104695,1
cg27526665,0
cg27589809,4
cg00020991,4
cg00741986,4
cg00957901,1
cg01026744,6
cg01091514,6
cg01290904,2
cg01394167,6
cg01400750,7
cg01609139,2
cg01882498,6
cg02193956,7
cg02198513,5
cg02525719,2
cg02722613,6
cg02830749,7
cg02847897,6
cg02854972,4
cg03215181,3
cg03276883,4
cg03340036,7
cg03418002,7
cg03461641,6
cg03782453,3
cg03797115,3
cg03835987,7
cg03862987,4
cg03967798,2
cg03996822,2
cg04006143,1
cg04102163,3
cg04181038,6
cg04399899,7
cg04857395,2
cg05106770,1
cg05211868,2
cg05369942,1
cg05448404,6
cg05626927,4
cg06482428,0
cg06588841,4
cg06713675,6
cg06737308,6
cg07333191,3
cg07428959,3
cg07700233,6
cg08262002,1
cg08289567,2
cg08448170,6
cg08817983,2
cg09351881,6
cg09362608,5
cg09768983,6
cg10242160,0
cg10334354,0
cg10338518,7
cg10512376,1
cg10841253,1
cg10933003,3
cg10955995,1
cg11036041,1
cg11037576,2
cg11088672,2
cg11266682,2
cg11331717,6
cg11519983,6
cg11970349,0
cg12253071,6
cg12306086,7
cg12524338,2
cg12599598,7
cg12717203,6
cg13126871,1
cg14001992,3
cg14022913,7
cg14069287,2
cg14192029,6
cg14497545,6
cg14626309,3
cg14959260,1
cg15105011,6
cg15410675,7
cg15736994,1
cg16001165,1
cg16301894,6
cg16567676,7
cg16737749,1
cg18099096,2
cg18242288,7
cg18434356,6
cg18609078,3
cg18650307,4
cg18797590,1
cg18993949,4
cg19142035,4
cg19473989,2
cg19757535,2
cg19922435,6
cg19978674,2
cg20012601,2
cg20107506,7
cg20320494,6
cg20332195,5
cg20639618,2
cg20816447,1
cg21593015,1
cg21593676,2
cg21743826,6
cg21754194,4
cg21757281,3
cg21983607,6
cg22204103,2
cg23006040,1
cg23137881,7
cg23316648,2
cg23574427,2
cg23836737,1
cg24019078,6
cg24493367,7
cg24597363,7
cg25150953,2
cg25779483,3
cg25886683,6
cg26118045,3
cg26248284,0
cg27186013,3
cg27571769,3
cg00059225,3
cg00177388,0
cg00255919,6
cg00283283,1
cg00299286,6
cg00489401,0
cg00507945,6
cg00530870,7
cg00808170,5
cg01114163,6
cg01208126,6
cg01241390,7
cg01288724,7
cg01579024,5
cg01595951,4
cg01606885,1
cg01741836,2
cg01790628,1
cg02114954,4
cg02161292,5
cg02243061,4
cg02357714,3
cg02531924,1
cg02599361,6
cg02891314,6
cg03378599,6
cg03555227,3
cg03726377,6
cg03873281,2
cg04550712,4
cg04609576,0
cg04730794,7
cg05191919,4
cg05206633,7
cg05256605,2
cg05516295,1
cg05673882,4
cg05693204,4
cg05845217,1
cg05941376,4
cg05982301,4
cg06111286,2
cg06448705,0
cg06465076,7
cg06526721,2
cg06710259,1
cg06757585,5
cg06758539,7
cg07035165,0
cg07181209,2
cg07219494,2
cg07485775,5
cg07717903,5
cg07749597,7
cg07850154,2
cg08305575,7
cg08505883,2
cg08570034,2
cg08748308,1
cg08871495,6
cg08874609,0
cg08951638,2
cg09101941,7
cg09510752,1
cg09816420,6
cg09817016,1
cg09844976,3
cg09885622,2
cg09936799,6
cg10202975,7
cg10257870,2
cg10420838,1
cg10472919,0
cg10535132,1
cg10874644,1
cg11214001,7
cg11230940,6
cg11438310,5
cg11553311,2
cg11838237,4
cg11847992,1
cg11948905,7
cg11958644,3
cg12547959,7
cg12580445,6
cg12960696,1
cg13011109,5
cg13012653,2
cg13039251,1
cg13314260,6
cg13453847,4
cg13626140,4
cg14314729,1
cg14472390,5
cg14502625,6
cg14566959,5
cg15712777,3
cg15839088,4
cg15874877,5
cg16079430,6
cg16316394,6
cg16349093,7
cg16429735,4
cg16453474,4
cg16998950,7
cg17306747,0
cg17394978,4
cg17542330,7
cg17598923,6
cg17621438,2
cg17735593,5
cg18054674,5
cg18897025,7
cg18900914,1
cg19247475,6
cg19673549,7
cg19882512,4
cg19933985,6
cg20666307,4
cg20687255,6
cg20934416,7
cg20954870,7
cg20959460,3
cg20977312,7
cg21101631,6
cg21117330,5
cg21878650,2
cg22143698,3
cg22190023,6
cg22502308,6
cg22788465,1
cg22935653,1
cg23050394,7
cg23230564,3
cg23248424,6
cg23346945,1
cg23408558,1
cg23500537,5
cg23510764,2
cg23911433,7
cg24736734,4
cg24893378,4
cg24894783,7
cg25310824,7
cg25476565,5
cg26269677,7
cg26389950,5
cg26549701,0
cg26811372,6
cg26921969,5
cg26934362,4
cg27079776,6
cg27346707,0
cg27579771,7
cg27583655,4
cg00049595,2
cg00101728,6
cg00135293,6
cg00244776,1
cg00269725,2
cg00439981,7
cg00457913,5
cg00791074,1
cg00804078,2
cg00933603,1
cg00987918,4
cg01233934,5
cg01305913,5
cg01316659,6
cg01394339,1
cg01431340,2
cg01506917,1
cg01546820,4
cg01608493,2
cg01612140,2
cg01699630,7
cg01797450,6
cg01946401,2
cg02091100,4
cg02096172,5
cg02173969,6
cg02181920,4
cg02270332,6
cg02286081,1
cg02835756,4
cg02841199,6
cg02872426,1
cg02932780,1
cg03052078,2
cg03128060,2
cg03187073,7
cg03340878,2
cg03395511,6
cg03735592,1
cg03910874,4
cg04052934,1
cg04064963,1
cg04105923,1
cg04739200,7
cg04771084,6
cg04812347,5
cg04813787,4
cg04826368,2
cg04985482,6
cg05064044,6
cg05082466,6
cg05218678,4
cg05316627,1
cg05352838,4
cg05426299,4
cg05739816,2
cg06126421,2
cg06363485,2
cg06407843,7
cg06413398,2
cg06473288,4
cg06682039,7
cg06762457,4
cg06804823,1
cg06879746,2
cg06975018,7
cg07095347,2
cg07164639,2
cg07343445,5
cg07659053,6
cg08061598,1
cg08188318,2
cg08188698,6
cg08263071,0
cg08355045,1
cg08421910,7
cg08628635,7
cg08742502,4
cg08824384,4
cg08998192,1
cg09365147,7
cg09487078,4
cg09676013,1
cg09715059,1
cg09806625,2
cg10111335,4
cg10278025,4
cg10279314,6
cg10296205,3
cg10395519,6
cg10482057,6
cg10699171,4
cg10735454,6
cg10805721,5
cg10852154,3
cg11235426,6
cg11721349,1
cg11728738,4
cg11747594,6
cg11842502,7
cg11938672,6
cg12106976,3
cg12315353,1
cg12546582,6
cg12584458,6
cg12656896,7
cg12662084,2
cg12939283,1
cg13220290,6
cg13413719,7
cg13500852,2
cg13588517,4
cg13770399,3
cg13826452,3
cg13886789,6
cg14059339,7
cg14079463,5
cg14114133,4
cg14239348,4
cg14345882,6
cg14359052,4
cg14422240,7
cg14441271,6
cg14517133,2
cg14564351,3
cg14753356,2
cg14989243,5
cg15052665,6
cg15174906,7
cg15279541,6
cg15288329,6
cg15383120,6
cg15414930,2
cg15570656,6
cg15692593,6
cg15708526,6
cg15848685,1
cg15964468,3
cg15978899,2
cg15989608,4
cg16052901,4
cg16075940,2
cg16175713,7
cg16180082,1
cg16393899,7
cg16431787,1
cg16519217,1
cg16604233,6
cg16773067,2
cg16853860,1
cg16885113,6
cg17022232,1
cg17143179,4
cg17313269,7
cg17521665,4
cg17537347,6
cg17593342,1
cg17672614,1
cg17729072,4
cg17885226,0
cg17951878,7
cg18251767,6
cg18297196,3
cg18399451,4
cg18763100,6
cg19005210,3
cg19140262,3
cg19190163,4
cg19577206,1
cg19607845,7
cg19635401,7
cg19815376,1
cg20052760,2
cg20128323,6
cg20222562,7
cg20435535,2
cg20445774,3
cg20477259,4
cg20559385,4
cg20595453,1
cg20778199,1
cg20813374,1
cg20876760,5
cg21091547,1
cg21095280,4
cg21191810,6
cg21328082,7
cg21548813,6
cg21572722,5
cg21749424,6
cg21879146,4
cg22092014,6
cg22133973,1
cg22388948,3
cg22446264,2
cg22693055,4
cg22707529,3
cg22736354,5
cg22768222,1
cg22774605,7
cg23021340,6
cg23204396,4
cg23216724,2
cg23318893,6
cg23384708,4
cg23492779,1
cg23628721,4
cg23985641,4
cg24111025,4
cg24112628,1
cg24192846,6
cg24874254,4
cg25042789,4
cg25278941,2
cg25426208,6
cg25441141,1
cg25478114,6
cg25676166,2
cg25792410,5
cg25865108,7
cg26200580,3
cg26325867,1
cg26350754,1
cg26400113,4
cg26413855,2
cg26501049,4
cg26504835,6
cg26514623,7
cg26533311,6
cg26696162,7
cg26720545,6
cg26721803,4
cg26818197,7
cg26823505,4
cg26873880,6
cg26912251,4
cg26968378,6
cg27022531,7
cg27057509,2
cg27113015,4
cg27154651,2
cg27158519,4
cg27247736,6
cg27434890,7
cg00029246,1
cg00139681,2
cg00413089,6
cg00423035,3
cg00475322,6
cg00663946,1
cg00904258,7
cg00936348,2
cg01042465,6
cg01119452,7
cg01156747,6
cg01306563,1
cg01323964,7
cg01353448,6
cg01372694,6
cg01492538,3
cg01496696,1
cg01720616,2
cg01726295,6
cg01874867,6
cg02363526,3
cg02756107,1
cg03068497,1
cg03185704,6
cg03334072,4
cg03369957,1
cg03461110,3
cg03464229,1
cg03470754,5
cg03593189,3
cg03829739,5
cg03840694,2
cg03853208,3
cg04037707,1
cg04427498,5
cg04776231,7
cg04810997,6
cg04873577,1
cg05009601,5
cg05144285,5
cg05231837,6
cg05285228,2
cg05632420,4
cg05675570,6
cg06228763,4
cg06257058,7
cg06486190,7
cg06529080,6
cg06556290,1
cg06781608,4
cg06809544,0
cg06889086,4
cg07006935,7
cg07286216,6
cg07302959,7
cg07510230,4
cg07512361,6
cg07568841,4
cg07876788,5
cg08052546,6
cg08097417,5
cg08352439,4
cg08402433,3
cg08767938,3
cg08795557,4
cg08822075,1
cg08952306,6
cg09125311,6
cg09132376,6
cg09342997,7
cg09832613,4
cg10036013,5
cg10183893,6
cg10679182,7
cg10691866,1
cg11573518,1
cg11601967,2
cg12190994,5
cg12364136,4
cg12534424,0
cg12590535,4
cg12771187,4
cg12894711,2
cg13138446,6
cg13278478,2
cg13538299,1
cg13817046,7
cg13969327,2
cg14042143,2
cg14062261,5
cg14163049,4
cg14329783,6
cg14603031,3
cg14761417,4
cg14762436,6
cg14989226,1
cg14998613,3
cg15177211,2
cg15212455,6
cg15249221,2
cg15309361,3
cg15679892,6
cg15893346,1
cg16810343,1
cg16813187,6
cg16888547,1
cg17207545,6
cg17240725,6
cg17279839,5
cg17326451,2
cg17330251,6
cg17372101,1
cg17508941,5
cg17569124,6
cg17614506,4
cg17727071,1
cg18064714,5
cg18245230,4
cg18276112,3
cg18297960,4
cg18332229,7
cg18603538,4
cg18887458,2
cg18944176,1
cg19149522,6
cg19361615,6
cg19513582,7
cg19665696,6
cg19759064,2
cg19759481,6
cg19801025,3
cg20038219,1
cg20170989,4
cg20665157,6
cg20665259,4
cg21144063,6
cg21186955,1
cg21200382,6
cg21429551,1
cg21537187,1
cg21661022,6
cg21710826,7
cg21728101,6
cg21768835,1
cg21842920,3
cg22171829,2
cg22383121,2
cg22525688,2
cg22543892,2
cg23222472,2
cg23302989,7
cg23304647,3
cg23565757,6
cg23616741,6
cg23621013,4
cg24025721,7
cg24222995,0
cg24249450,6
cg24441899,6
cg24534583,7
cg24627299,2
cg24642844,2
cg25009327,6
cg25814293,5
cg25868285,6
cg25966908,5
cg26057752,5
cg26122963,4
cg26153045,1
cg26162326,7
cg26284540,6
cg26407841,7
cg26478599,7
cg26584120,3
cg26613778,4
cg26660312,6
cg26687381,6
cg26875135,1
cg27284331,6
cg27457191,4
cg27497928,4
cg27511599,6
cg27532318,6
cg27601169,6
cg27637738,1
cg00002224,1
cg00007076,1
cg00021855,1
cg00074818,5
cg00178249,0
cg00250645,2
cg00337440,1
cg00533182,3
cg00582628,1
cg00640314,4
cg00738934,6
cg01607321,7
cg01793320,4
cg01794245,4
cg02151632,6
cg02190353,7
cg02297967,2
cg02303505,1
cg02711724,6
cg03058664,6
cg03090969,4
cg03116837,6
cg03128011,6
cg03485669,1
cg03594078,7
cg03714676,7
cg04035553,6
cg04035728,6
cg04264433,3
cg04440283,1
cg04612566,6
cg04712321,6
cg04747619,4
cg04918696,6
cg05023707,6
cg05130482,6
cg06562718,6
cg06784232,7
cg07178994,1
cg07264586,1
cg07437919,6
cg07583137,1
cg07896832,7
cg08219700,6
cg08267399,4
cg08410878,6
cg08632810,3
cg08646313,1
cg08986840,2
cg09626984,5
cg09851545,5
cg10011091,7
cg10852045,4
cg11123440,2
cg11201447,4
cg11284147,7
cg11363234,2
cg11779808,6
cg12075928,4
cg12162100,7
cg12682382,5
cg12809098,7
cg12847536,2
cg12858593,7
cg13021857,1
cg13057663,7
cg13088432,7
cg13162127,7
cg13631444,2
cg14089503,4
cg14265709,2
cg14391923,1
cg14485877,6
cg14743346,4
cg14837598,2
cg14864167,4
cg14866167,1
cg15537850,2
cg15638882,6
cg15747595,5
cg15891546,7
cg15907480,2
cg15980656,7
cg16408820,4
cg16625218,4
cg16745033,1
cg17090611,7
cg17117049,6
cg17118775,6
cg17524265,6
cg17696517,6
cg17903548,2
cg18059933,2
cg18335796,3
cg18507018,7
cg18715243,1
cg18814083,6
cg19128026,6
cg19405177,5
cg19589396,4
cg20039814,5
cg20188739,4
cg20321319,1
cg20426042,2
cg20570109,6
cg20583945,5
cg21210376,1
cg21312929,2
cg21333674,2
cg21448513,1
cg21934190,6
cg21994818,2
cg22034735,5
cg22225886,1
cg22396119,2
cg22437276,6
cg22993706,6
cg23193613,6
cg23426156,4
cg23732024,4
cg23958704,6
cg24519108,7
cg24833027,2
cg25050565,1
cg25247520,4
cg25439632,2
cg25998745,2
cg26501026,3
cg26534677,1
cg26684174,6
cg26684319,1
cg26711508,1
cg27266060,6
cg27280535,4
cg27316626,5
cg00008629,1
cg00142257,6
cg00273198,1
cg00695112,1
cg00876267,1
cg01403030,1
cg01413354,1
cg01594949,2
cg01692968,2
cg01812894,1
cg01838004,5
cg02268013,1
cg04282082,6
cg05823563,2
cg06433816,6
cg07158339,1
cg07211259,1
cg07962315,1
cg08118354,4
cg08809361,1
cg09976142,6
cg10071929,6
cg10384133,6
cg12052661,3
cg12076931,2
cg13040392,5
cg13390441,4
cg13422921,7
cg13438337,7
cg13456470,2
cg13494087,4
cg13501527,1
cg13600149,6
cg13633625,7
cg13642260,6
cg13657200,4
cg13669432,4
cg13674249,4
cg13717350,6
cg13728834,5
cg13734401,2
cg13753351,7
cg13790576,2
cg13823169,4
cg13861180,1
cg13932501,7
cg13946956,2
cg13979887,7
cg14014731,1
cg14021373,6
cg14058848,1
cg14232851,4
cg14276584,3
cg14330585,6
cg14349078,4
cg14424376,6
cg14506515,4
cg14507845,1
cg14604007,6
cg21179618,3
cg21234955,4
cg21247874,4
cg21469772,6
cg23469878,2
cg26520847,5
cg00277334,1
cg00321709,6
cg00495658,4
cg00533891,2
cg00538147,6
cg00650614,6
cg00928816,4
cg00982519,1
cg01056004,6
cg01283625,7
cg01458105,6
cg01518131,4
cg02107824,1
cg02113055,6
cg02210151,6
cg02241986,4
cg02307823,7
cg02402091,1
cg02538681,7
cg02680903,1
cg02887530,1
cg02981003,6
cg03086067,6
cg03129384,0
cg03249630,7
cg03444838,4
cg03610280,4
cg03628800,4
cg03672997,6
cg03694279,6
cg03751055,6
cg03880642,1
cg03891590,3
cg03917666,4
cg04012681,4
cg04028695,2
cg04198075,4
cg04611437,5
cg04726013,3
cg05162858,7
cg05194426,6
cg05324516,1
cg05636467,2
cg06197966,1
cg06209897,2
cg06279296,6
cg06538549,2
cg06680852,2
cg06715410,6
cg06791446,6
cg06976598,1
cg07044115,6
cg07121693,4
cg07191657,2
cg07264682,1
cg07520810,1
cg07629776,6
cg08079763,4
cg08291907,1
cg08614871,4
cg08739651,6
cg08751451,1
cg08764162,7
cg08772003,2
cg08856318,5
cg08899523,6
cg08930843,7
cg09099868,0
cg09163720,7
cg09389824,4
cg09501025,4
cg10074506,2
cg10684486,1
cg10861731,1
cg11229663,1
cg11612647,1
cg11659652,6
cg11748187,2
cg11803859,7
cg11940177,2
cg12342675,6
cg12483947,1
cg12537405,6
cg12541534,6
cg12549908,2
cg12595742,6
cg12738763,6
cg13315147,6
cg13745632,1
cg13848598,0
cg13852284,7
cg13929328,0
cg14060519,2
cg14174912,4
cg14209784,1
cg14291745,6
cg14413904,2
cg14418922,5
cg14419424,3
cg14731462,1
cg14776578,2
cg14789659,4
cg14916175,1
cg14939821,2
cg15075988,7
cg15219811,7
cg15945235,2
cg16106427,5
cg16126754,6
cg16266492,6
cg16389209,4
cg16653991,6
cg17262810,7
cg17426923,6
cg17460183,4
cg17726092,6
cg17766305,3
cg17932911,7
cg18306516,4
cg18330082,6
cg18382353,3
cg18738190,1
cg19469447,6
cg20012537,4
cg20245361,6
cg20568497,5
cg22534097,7
cg22534759,6
cg22633036,6
cg22633096,1
cg22682200,1
cg22757362,6
cg22796593,2
cg22891191,2
cg23251200,4
cg23325364,4
cg23341182,1
cg23568192,7
cg23656300,4
cg23753748,2
cg24020157,3
cg24243879,3
cg24287110,4
cg24350475,4
cg24609819,1
cg24680439,6
cg24711336,1
cg24762932,3
cg24824686,6
cg24902461,7
cg24968869,6
cg25052156,6
cg25179876,2
cg25181170,7
cg25278353,2
cg25427880,5
cg25580581,4
cg25597390,2
cg26063719,2
cg26316423,4
cg26332926,6
cg26808618,4
cg27038348,4
cg27268352,2
cg27382409,4
cg27455098,6
cg00453717,7
cg01152624,2
cg01282174,2
cg01438090,1
cg01741372,6
cg01833234,6
cg01877352,3
cg02088673,4
cg02097792,1
cg02121547,2
cg02315732,1
cg02493544,4
cg02744216,4
cg02770745,7
cg02946903,6
cg03158561,4
cg03304763,2
cg03548415,2
cg03908676,4
cg04006327,6
cg04057455,1
cg04225088,7
cg04647918,6
cg04913265,6
cg04999352,4
cg05070250,4
cg05344747,7
cg05505103,1
cg05586607,1
cg05655457,1
cg05740244,6
cg05817709,4
cg05925497,1
cg05949397,7
cg06131936,4
cg06178669,4
cg06503573,6
cg06552810,1
cg06710328,7
cg07080372,1
cg07145284,3
cg07243930,2
cg07314988,6
cg07702424,7
cg08045981,1
cg08142096,4
cg08675521,4
cg08686462,4
cg08747557,1
cg08762819,4
cg08939373,7
cg09183450,1
cg09225861,5
cg09342225,1
cg09416908,7
cg09566331,6
cg09878888,3
cg10076902,4
cg10098373,6
cg10208301,6
cg10278102,1
cg10318313,6
cg10493270,6
cg10611016,7
cg10827488,3
cg10893908,4
cg11077392,4
cg11382203,4
cg11741201,1
cg11821245,6
cg13993218,4
cg14082886,4
cg14191024,7
cg14332815,6
cg14462402,2
cg14844989,6
cg14894216,1
cg15172739,4
cg15212210,2
cg15465743,6
cg15765817,6
cg15844711,4
cg16406611,6
cg16436762,7
cg16547529,5
cg16805553,2
cg16865908,6
cg16983588,2
cg17108629,3
cg17111166,2
cg17840408,6
cg18009484,6
cg18308516,4
cg18587063,1
cg19090861,3
cg19097880,4
cg19115017,4
cg19323289,4
cg19388930,4
cg19389884,0
cg19460095,1
cg20090290,7
cg20242427,7
cg20250981,5
cg20268992,3
cg20874052,1
cg20971158,1
cg21585512,1
cg21862992,6
cg22040301,1
cg22978477,2
cg23186333,1
cg23193059,3
cg23669043,2
cg23725454,2
cg23916104,6
cg24012880,7
cg24018756,6
cg24406240,7
cg24412714,1
cg24666096,6
cg24803614,1
cg24869272,5
cg25218152,7
cg25226711,6
cg25273707,4
cg25414537,6
cg25522867,4
cg25600606,7
cg25741594,2
cg25844590,7
cg25866895,1
cg26166595,1
cg26412374,7
cg26645401,3
cg26834418,1
cg27095222,2
cg27209729,1
cg27262041,1
cg27319188,1
cg27603015,2
cg00748589,0
cg01023672,7
cg01201512,6
cg01253753,7
cg01402099,4
cg01528542,1
cg01588993,6
cg01820374,1
cg01924292,7
cg02058108,2
cg02420617,4
cg02664109,7
cg02883147,2
cg02929855,7
cg03124318,4
cg03131366,2
cg03184588,1
