,clusters
cg20507276,4
cg20591472,7
cg20598894,1
cg20692980,5
cg20768358,4
cg21139639,4
cg21263566,6
cg21448423,1
cg21523751,3
cg21606490,4
cg21696012,6
cg21805734,5
cg21815704,6
cg21870884,0
cg22165175,2
cg22386492,4
cg22401679,6
cg22512670,3
cg22627753,3
cg22670572,1
cg22694271,6
cg22730004,3
cg22789976,3
cg22809683,1
cg22848646,6
cg22875332,1
cg22901840,5
cg23019889,4
cg23078123,3
cg23084506,4
cg23095383,3
cg23206461,4
cg23627354,1
cg23683497,3
cg23733394,1
cg23915527,1
cg23961843,4
cg23983887,3
cg24150153,0
cg24401262,6
cg24433287,0
cg24474852,2
cg24502330,6
cg24503407,4
cg24553170,4
cg24693760,4
cg24742520,2
cg24871743,5
cg24931632,2
cg25104727,1
cg25187161,1
cg25199552,6
cg25203916,3
cg25215028,3
cg25256723,3
cg25302646,3
cg25408950,6
cg25410668,7
cg25597117,4
cg25602718,1
cg25838465,4
cg26015416,4
cg26032419,3
cg26050864,2
cg26105956,6
cg26118326,4
cg26189021,3
cg26271435,3
cg26304237,0
cg26328951,3
cg26372517,0
cg26407558,5
cg26570389,5
cg26804772,1
cg26864766,1
cg26894354,3
cg27003165,1
cg27176729,6
cg27541604,3
cg27573991,1
cg00059089,3
cg00458932,3
cg00495775,7
cg00544573,3
cg00602811,3
cg00689213,3
cg00720159,6
cg00982136,3
cg01017244,4
cg01123250,4
cg01273330,4
cg01331772,5
cg01479768,4
cg01491071,3
cg01584932,6
cg01726273,1
cg01728482,4
cg01766396,6
cg01928206,3
cg01940273,1
cg01942558,6
cg02111865,6
cg02116283,6
cg02243157,6
cg02255510,3
cg02444957,1
cg02584498,1
cg02646515,3
cg02675527,4
cg02746381,0
cg03065107,3
cg03147185,3
cg03389926,3
cg03626672,1
cg03716125,3
cg03906115,6
cg03936870,1
cg03938978,5
cg04075726,6
cg04195125,6
cg04519775,3
cg04670857,0
cg04722349,1
cg04845466,4
cg04873188,6
cg04945753,3
cg04955914,3
cg05057534,6
cg05081953,3
cg05363871,3
cg05528339,6
cg05564251,3
cg05609159,3
cg05616969,2
cg05624376,6
cg05875017,4
cg05890855,3
cg05951221,1
cg05995465,1
cg06153448,4
cg06240854,3
cg06271067,4
cg06372850,0
cg06574296,1
cg06639320,7
cg06848247,1
cg07197831,3
cg07227049,6
cg07307994,1
cg07319315,6
cg07615802,4
cg07782112,1
cg08010094,4
cg08035323,3
cg08348957,4
cg08455099,7
cg08467103,1
cg09154591,1
cg09198968,4
cg09287629,2
cg09303312,5
cg09324018,6
cg09353052,3
cg09399716,4
cg09455823,1
cg09692695,1
cg09715285,4
cg09727050,6
cg09841889,1
cg10075819,3
cg10089963,2
cg10106284,3
cg10107473,3
cg10359347,5
cg10416784,1
cg10447327,6
cg10639368,1
cg10827754,6
cg10881225,1
cg10898024,1
cg10944063,3
cg11009736,6
cg11028872,6
cg11059159,5
cg11234688,4
cg11505026,1
cg11660398,4
cg11807280,3
cg11872231,3
cg11916609,6
cg11947548,4
cg12058385,6
cg12313149,6
cg12500956,1
cg12760299,1
cg12940181,6
cg12966876,3
cg13135455,3
cg13149736,3
cg13156207,3
cg13388731,3
cg13391675,1
cg13758331,2
cg13847640,1
cg13854012,4
cg13875008,3
cg13903421,5
cg14003416,6
cg14102437,6
cg14209730,1
cg14639163,0
cg14898223,1
cg15025240,1
cg15344192,1
cg15541040,4
cg15612945,6
cg15652532,4
cg15736127,2
cg15989068,0
cg16058600,4
cg16350446,6
cg16640358,3
cg17052675,1
cg17112958,0
cg17216243,6
cg17445212,1
cg17594003,1
cg17717333,5
cg17959183,6
cg18006568,2
cg18107006,6
cg18141622,6
cg18145105,5
cg18154283,3
cg18328334,1
cg18739675,1
cg18826637,3
cg18899117,6
cg19000647,2
cg19040195,1
cg19077806,3
cg19083407,1
cg19089617,4
cg19225688,6
cg19410609,6
cg19654437,3
cg19671120,7
cg19805943,1
cg19828970,6
cg19867914,1
cg19903071,2
cg20219891,4
cg20325573,4
cg20348746,3
cg20398418,4
cg20563666,4
cg20608990,1
cg20846728,1
cg20891558,4
cg20954977,1
cg21023831,3
cg21188652,3
cg21232161,2
cg21319458,2
cg21368063,3
cg21482265,1
cg21512179,3
cg21563471,3
cg21819782,4
cg21849780,4
cg21862353,1
cg22007809,3
cg22022881,4
cg22033586,2
cg22047282,1
cg22094163,1
cg22276371,4
cg22303418,0
cg22363368,3
cg22478317,3
cg22666015,6
cg22737154,1
cg22833612,6
cg22943590,3
cg22957691,6
cg23008718,2
cg23013850,2
cg23077820,0
cg23119026,3
cg23320965,1
cg23363263,6
cg23482132,3
cg23688111,3
cg23737263,3
cg23817627,6
cg24168002,6
cg24290756,3
cg24475517,6
cg24601559,1
cg24605325,3
cg24608504,6
cg24768116,4
cg25223285,5
cg25305879,6
cg25413977,3
cg25757820,6
cg26090072,1
cg26094651,4
cg26164488,1
cg26179400,4
cg26207766,4
cg26309498,1
cg26343883,0
cg26530942,3
cg26748578,1
cg26823762,2
cg26843807,4
cg27048432,4
cg27134910,6
cg27218978,6
cg27237671,5
cg27597853,3
cg27614178,4
cg00238910,4
cg00303541,7
cg00329615,3
cg00390253,3
cg00446046,6
cg00472373,3
cg00481951,7
cg00832928,4
cg01062024,3
cg01069738,3
cg01178099,6
cg01289541,3
cg01292810,1
cg01331196,4
cg01353941,4
cg01542719,3
cg01556706,1
cg01671681,3
cg01844642,7
cg02047661,3
cg02241759,2
cg02332525,0
cg02527881,1
cg02782895,1
cg03171795,6
cg03274391,1
cg03520471,3
cg03530962,3
cg03556243,3
cg03751527,6
cg03779374,3
cg04228468,7
cg04244170,6
cg04357717,3
cg04422741,6
cg04474366,3
cg04508804,5
cg04521004,0
cg04903759,6
cg05129081,1
cg05279738,3
cg05371578,0
cg05433805,3
cg05529343,1
cg05547895,1
cg05625284,1
cg05628049,2
cg05655806,3
cg05700079,7
cg05936004,6
cg06489037,6
cg06583921,3
cg06661266,3
cg06706813,6
cg06737494,7
cg06740950,6
cg06798483,3
cg06806862,1
cg07275179,6
cg07620573,1
cg08033130,4
cg08124030,3
cg08359464,6
cg08468401,3
cg08526209,3
cg08821998,4
cg09417547,6
cg09447811,6
cg09467433,6
cg09599062,1
cg09611620,3
cg09626521,3
cg10727673,3
cg10784511,3
cg11084334,7
cg11099600,5
cg11160908,3
cg11321190,3
cg11488033,1
cg11740416,4
cg11938367,3
cg12184221,3
cg12196294,6
cg12200866,1
cg12508343,2
cg12899747,3
cg12962542,3
cg12963656,2
cg13050802,1
cg13229867,1
cg13244293,3
cg13256912,3
cg13388769,3
cg13441156,6
cg13612275,4
cg13679679,1
cg13799772,6
cg13879776,2
cg14016236,6
cg14187293,4
cg14188401,3
cg14209346,3
cg14312439,1
cg14473924,0
cg14574489,1
cg14583999,1
cg14614917,1
cg14664412,6
cg14671809,3
cg14703454,6
cg14772800,2
cg14775286,3
cg15028548,3
cg15360181,3
cg15504461,0
cg15693572,3
cg15703322,1
cg15906260,3
cg15957055,0
cg16154857,3
cg16163419,3
cg16181396,7
cg16782084,3
cg16932827,3
cg16975614,4
cg17067226,3
cg17279458,0
cg17448336,2
cg17460445,4
cg17660833,1
cg18095675,6
cg18333339,3
cg18405719,3
cg18450254,3
cg18480675,3
cg18496212,6
cg18522231,1
cg18720486,2
cg18770216,1
cg18918831,1
cg18998911,2
cg19266387,2
cg19483007,3
cg19605623,6
cg19668234,4
cg19729744,3
cg19760965,4
cg20267101,3
cg20668765,6
cg20747538,3
cg20917491,1
cg20925462,2
cg21213853,0
cg21260733,4
cg21360910,1
cg21434132,1
cg21723486,1
cg21735741,4
cg21792134,6
cg21821982,6
cg21827317,6
cg21832546,6
cg21899500,0
cg21968765,3
cg22156842,3
cg22380007,6
cg22583147,3
cg22870429,3
cg23005227,3
cg23651889,3
cg23828301,6
cg24175188,6
cg24200753,1
cg24337025,1
cg24512093,3
cg24769830,4
cg25250358,0
cg25437886,6
cg25631489,3
cg25711003,3
cg25799109,1
cg25818109,3
cg25857695,5
cg25975856,1
cg26062204,3
cg26690511,6
cg26712821,3
cg27020216,0
cg27084654,3
cg27104695,1
cg27526665,0
cg27589809,3
cg00020991,3
cg00741986,3
cg00957901,3
cg01026744,4
cg01091514,1
cg01290904,1
cg01394167,4
cg01400750,2
cg01609139,1
cg01882498,1
cg02193956,6
cg02198513,4
cg02525719,1
cg02722613,0
cg02830749,6
cg02847897,1
cg02854972,3
cg03215181,2
cg03276883,3
cg03340036,6
cg03418002,6
cg03461641,1
cg03782453,2
cg03797115,2
cg03835987,2
cg03862987,3
cg03967798,1
cg03996822,3
cg04006143,3
cg04102163,0
cg04181038,4
cg04399899,6
cg04857395,4
cg05106770,3
cg05211868,1
cg05369942,3
cg05448404,5
cg05626927,3
cg06482428,0
cg06588841,3
cg06713675,4
cg06737308,1
cg07333191,2
cg07428959,2
cg07700233,4
cg08262002,3
cg08289567,3
cg08448170,5
cg08817983,1
cg09351881,1
cg09362608,5
cg09768983,4
cg10242160,7
cg10334354,7
cg10338518,6
cg10512376,3
cg10841253,3
cg10933003,5
cg10955995,3
cg11036041,3
cg11037576,1
cg11088672,1
cg11266682,1
cg11331717,4
cg11519983,4
cg11970349,7
cg12253071,1
cg12306086,2
cg12524338,1
cg12599598,6
cg12717203,5
cg13126871,1
cg14001992,6
cg14022913,6
cg14069287,1
cg14192029,4
cg14497545,4
cg14626309,7
cg14959260,3
cg15105011,1
cg15410675,6
cg15736994,3
cg16001165,3
cg16301894,1
cg16567676,6
cg16737749,3
cg18099096,1
cg18242288,6
cg18434356,4
cg18609078,0
cg18650307,3
cg18797590,3
cg18993949,3
cg19142035,3
cg19473989,4
cg19757535,4
cg19922435,1
cg19978674,1
cg20012601,3
cg20107506,6
cg20320494,4
cg20332195,5
cg20639618,6
cg20816447,3
cg21593015,3
cg21593676,1
cg21743826,4
cg21754194,3
cg21757281,2
cg21983607,1
cg22204103,1
cg23006040,3
cg23137881,6
cg23316648,3
cg23574427,4
cg23836737,1
cg24019078,1
cg24493367,6
cg24597363,6
cg25150953,1
cg25779483,2
cg25886683,2
cg26118045,2
cg26248284,0
cg27186013,2
cg27571769,2
cg00059225,7
cg00177388,0
cg00255919,1
cg00283283,3
cg00299286,1
cg00489401,7
cg00507945,1
cg00530870,6
cg00808170,5
cg01114163,4
cg01208126,5
cg01241390,6
cg01288724,6
cg01579024,5
cg01595951,3
cg01606885,3
cg01741836,1
cg01790628,4
cg02114954,3
cg02161292,4
cg02243061,3
cg02357714,2
cg02531924,3
cg02599361,4
cg02891314,1
cg03378599,1
cg03555227,7
cg03726377,5
cg03873281,3
cg04550712,3
cg04609576,0
cg04730794,6
cg05191919,3
cg05206633,6
cg05256605,1
cg05516295,3
cg05673882,3
cg05693204,3
cg05845217,3
cg05941376,3
cg05982301,3
cg06111286,1
cg06448705,0
cg06465076,6
cg06526721,3
cg06710259,1
cg06757585,5
cg06758539,6
cg07035165,0
cg07181209,4
cg07219494,1
cg07485775,0
cg07717903,5
cg07749597,6
cg07850154,3
cg08305575,6
cg08505883,4
cg08570034,3
cg08748308,3
cg08871495,1
cg08874609,0
cg08951638,4
cg09101941,6
cg09510752,3
cg09816420,4
cg09817016,3
cg09844976,2
cg09885622,1
cg09936799,1
cg10202975,6
cg10257870,4
cg10420838,3
cg10472919,7
cg10535132,3
cg10874644,3
cg11214001,6
cg11230940,4
cg11438310,4
cg11553311,3
cg11838237,3
cg11847992,3
cg11948905,6
cg11958644,2
cg12547959,6
cg12580445,1
cg12960696,3
cg13011109,5
cg13012653,1
cg13039251,3
cg13314260,1
cg13453847,3
cg13626140,1
cg14314729,3
cg14472390,4
cg14502625,4
cg14566959,0
cg15712777,2
cg15839088,3
cg15874877,5
cg16079430,4
cg16316394,5
cg16349093,6
cg16429735,1
cg16453474,3
cg16998950,6
cg17306747,7
cg17394978,3
cg17542330,6
cg17598923,4
cg17621438,3
cg17735593,4
cg18054674,5
cg18897025,6
cg18900914,1
cg19247475,5
cg19673549,6
cg19882512,4
cg19933985,4
cg20666307,3
cg20687255,4
cg20934416,6
cg20954870,6
cg20959460,0
cg20977312,6
cg21101631,5
cg21117330,5
cg21878650,1
cg22143698,2
cg22190023,4
cg22502308,5
cg22788465,3
cg22935653,3
cg23050394,1
cg23230564,1
cg23248424,1
cg23346945,3
cg23408558,1
cg23500537,7
cg23510764,3
cg23911433,6
cg24736734,3
cg24893378,4
cg24894783,6
cg25310824,6
cg25476565,4
cg26269677,1
cg26389950,5
cg26549701,7
cg26811372,5
cg26921969,7
cg26934362,3
cg27079776,4
cg27346707,0
cg27579771,1
cg27583655,1
cg00049595,1
cg00101728,1
cg00135293,1
cg00244776,3
cg00269725,1
cg00439981,6
cg00457913,5
cg00791074,3
cg00804078,1
cg00933603,3
cg00987918,3
cg01233934,4
cg01305913,5
cg01316659,1
cg01394339,1
cg01431340,1
cg01506917,3
cg01546820,3
cg01608493,1
cg01612140,1
cg01699630,6
cg01797450,1
cg01946401,3
cg02091100,3
cg02096172,4
cg02173969,4
cg02181920,3
cg02270332,4
cg02286081,3
cg02835756,3
cg02841199,1
cg02872426,3
cg02932780,3
cg03052078,1
cg03128060,1
cg03187073,6
cg03340878,1
cg03395511,4
cg03735592,3
cg03910874,3
cg04052934,3
cg04064963,3
cg04105923,3
cg04739200,6
cg04771084,5
cg04812347,5
cg04813787,3
cg04826368,3
cg04985482,1
cg05064044,5
cg05082466,1
cg05218678,3
cg05316627,3
cg05352838,3
cg05426299,3
cg05739816,1
cg06126421,3
cg06363485,4
cg06407843,6
cg06413398,3
cg06473288,3
cg06682039,6
cg06762457,3
cg06804823,3
cg06879746,1
cg06975018,6
cg07095347,3
cg07164639,3
cg07343445,5
cg07659053,1
cg08061598,3
cg08188318,3
cg08188698,5
cg08263071,0
cg08355045,1
cg08421910,1
cg08628635,6
cg08742502,3
cg08824384,3
cg08998192,3
cg09365147,6
cg09487078,3
cg09676013,3
cg09715059,3
cg09806625,1
cg10111335,3
cg10278025,3
cg10279314,4
cg10296205,2
cg10395519,4
cg10482057,1
cg10699171,4
cg10735454,4
cg10805721,5
cg10852154,2
cg11235426,5
cg11721349,3
cg11728738,3
cg11747594,1
cg11842502,6
cg11938672,5
cg12106976,2
cg12315353,3
cg12546582,5
cg12584458,1
cg12656896,6
cg12662084,1
cg12939283,3
cg13220290,4
cg13413719,1
cg13500852,1
cg13588517,3
cg13770399,2
cg13826452,0
cg13886789,4
cg14059339,6
cg14079463,4
cg14114133,3
cg14239348,3
cg14345882,1
cg14359052,3
cg14422240,2
cg14441271,5
cg14517133,3
cg14564351,2
cg14753356,1
cg14989243,2
cg15052665,1
cg15174906,1
cg15279541,1
cg15288329,1
cg15383120,5
cg15414930,3
cg15570656,1
cg15692593,4
cg15708526,1
cg15848685,1
cg15964468,2
cg15978899,3
cg15989608,3
cg16052901,3
cg16075940,1
cg16175713,6
cg16180082,3
cg16393899,6
cg16431787,3
cg16519217,3
cg16604233,1
cg16773067,1
cg16853860,3
cg16885113,1
cg17022232,3
cg17143179,3
cg17313269,6
cg17521665,3
cg17537347,4
cg17593342,3
cg17672614,3
cg17729072,3
cg17885226,7
cg17951878,6
cg18251767,1
cg18297196,2
cg18399451,3
cg18763100,5
cg19005210,2
cg19140262,2
cg19190163,3
cg19577206,3
cg19607845,6
cg19635401,6
cg19815376,3
cg20052760,3
cg20128323,4
cg20222562,6
cg20435535,1
cg20445774,2
cg20477259,3
cg20559385,3
cg20595453,3
cg20778199,3
cg20813374,3
cg20876760,0
cg21091547,3
cg21095280,3
cg21191810,4
cg21328082,6
cg21548813,5
cg21572722,7
cg21749424,4
cg21879146,1
cg22092014,1
cg22133973,3
cg22388948,2
cg22446264,1
cg22693055,3
cg22707529,2
cg22736354,7
cg22768222,3
cg22774605,1
cg23021340,1
cg23204396,3
cg23216724,4
cg23318893,3
cg23384708,3
cg23492779,1
cg23628721,3
cg23985641,3
cg24111025,3
cg24112628,3
cg24192846,1
cg24874254,3
cg25042789,3
cg25278941,1
cg25426208,4
cg25441141,3
cg25478114,3
cg25676166,4
cg25792410,5
cg25865108,6
cg26200580,0
cg26325867,3
cg26350754,3
cg26400113,4
cg26413855,3
cg26501049,3
cg26504835,1
cg26514623,6
cg26533311,4
cg26696162,6
cg26720545,4
cg26721803,3
cg26818197,6
cg26823505,3
cg26873880,4
cg26912251,3
cg26968378,4
cg27022531,6
cg27057509,3
cg27113015,3
cg27154651,3
cg27158519,3
cg27247736,4
cg27434890,6
cg00029246,3
cg00139681,6
cg00413089,1
cg00423035,6
cg00475322,5
cg00663946,3
cg00904258,6
cg00936348,1
cg01042465,4
cg01119452,6
cg01156747,5
cg01306563,3
cg01323964,6
cg01353448,5
cg01372694,1
cg01492538,2
cg01496696,3
cg01720616,1
cg01726295,4
cg01874867,4
cg02363526,2
cg02756107,3
cg03068497,3
cg03185704,1
cg03334072,3
cg03369957,3
cg03461110,0
cg03464229,3
cg03470754,0
cg03593189,0
cg03829739,4
cg03840694,6
cg03853208,2
cg04037707,3
cg04427498,7
cg04776231,6
cg04810997,4
cg04873577,1
cg05009601,7
cg05144285,2
cg05231837,5
cg05285228,1
cg05632420,3
cg05675570,5
cg06228763,3
cg06257058,6
cg06486190,6
cg06529080,5
cg06556290,3
cg06781608,3
cg06809544,0
cg06889086,3
cg07006935,2
cg07286216,4
cg07302959,6
cg07510230,3
cg07512361,5
cg07568841,3
cg07876788,4
cg08052546,4
cg08097417,7
cg08352439,3
cg08402433,2
cg08767938,2
cg08795557,3
cg08822075,3
cg08952306,5
cg09125311,5
cg09132376,4
cg09342997,6
cg09832613,3
cg10036013,5
cg10183893,4
cg10679182,6
cg10691866,3
cg11573518,3
cg11601967,4
cg12190994,5
cg12364136,3
cg12534424,7
cg12590535,3
cg12771187,3
cg12894711,4
cg13138446,1
cg13278478,3
cg13538299,3
cg13817046,1
cg13969327,1
cg14042143,3
cg14062261,4
cg14163049,3
cg14329783,4
cg14603031,2
cg14761417,3
cg14762436,4
cg14989226,3
cg14998613,6
cg15177211,6
cg15212455,4
cg15249221,4
cg15309361,2
cg15679892,4
cg15893346,3
cg16810343,3
cg16813187,4
cg16888547,3
cg17207545,5
cg17240725,1
cg17279839,4
cg17326451,3
cg17330251,4
cg17372101,3
cg17508941,7
cg17569124,4
cg17614506,3
cg17727071,3
cg18064714,7
cg18245230,3
cg18276112,6
cg18297960,3
cg18332229,2
cg18603538,3
cg18887458,3
cg18944176,1
cg19149522,1
cg19361615,1
cg19513582,6
cg19665696,5
cg19759064,1
cg19759481,4
cg19801025,4
cg20038219,1
cg20170989,3
cg20665157,0
cg20665259,3
cg21144063,4
cg21186955,3
cg21200382,7
cg21429551,3
cg21537187,1
cg21661022,1
cg21710826,6
cg21728101,1
cg21768835,1
cg21842920,2
cg22171829,1
cg22383121,1
cg22525688,1
cg22543892,3
cg23222472,1
cg23302989,6
cg23304647,2
cg23565757,4
cg23616741,5
cg23621013,3
cg24025721,6
cg24222995,7
cg24249450,1
cg24441899,4
cg24534583,6
cg24627299,1
cg24642844,1
cg25009327,4
cg25814293,1
cg25868285,5
cg25966908,4
cg26057752,5
cg26122963,3
cg26153045,3
cg26162326,6
cg26284540,4
cg26407841,6
cg26478599,6
cg26584120,2
cg26613778,1
cg26660312,5
cg26687381,5
cg26875135,3
cg27284331,1
cg27457191,3
cg27497928,3
cg27511599,1
cg27532318,1
cg27601169,4
cg27637738,1
cg00002224,3
cg00007076,3
cg00021855,1
cg00074818,0
cg00178249,0
cg00250645,3
cg00337440,3
cg00533182,2
cg00582628,3
cg00640314,3
cg00738934,1
cg01607321,6
cg01793320,3
cg01794245,3
cg02151632,5
cg02190353,6
cg02297967,1
cg02303505,3
cg02711724,4
cg03058664,1
cg03090969,3
cg03116837,4
cg03128011,4
cg03485669,3
cg03594078,6
cg03714676,6
cg04035553,6
cg04035728,1
cg04264433,6
cg04440283,3
cg04612566,1
cg04712321,5
cg04747619,3
cg04918696,2
cg05023707,4
cg05130482,4
cg06562718,4
cg06784232,6
cg07178994,1
cg07264586,1
cg07437919,4
cg07583137,3
cg07896832,6
cg08219700,1
cg08267399,3
cg08410878,5
cg08632810,2
cg08646313,3
cg08986840,1
cg09626984,7
cg09851545,2
cg10011091,6
cg10852045,3
cg11123440,1
cg11201447,3
cg11284147,6
cg11363234,1
cg11779808,1
cg12075928,3
cg12162100,6
cg12682382,6
cg12809098,6
cg12847536,4
cg12858593,6
cg13021857,3
cg13057663,6
cg13088432,6
cg13162127,6
cg13631444,3
cg14089503,1
cg14265709,1
cg14391923,1
cg14485877,5
cg14743346,3
cg14837598,3
cg14864167,4
cg14866167,1
cg15537850,1
cg15638882,1
cg15747595,0
cg15891546,6
cg15907480,4
cg15980656,6
cg16408820,3
cg16625218,3
cg16745033,3
cg17090611,6
cg17117049,4
cg17118775,4
cg17524265,1
cg17696517,1
cg17903548,1
cg18059933,6
cg18335796,5
cg18507018,6
cg18715243,3
cg18814083,4
cg19128026,4
cg19405177,4
cg19589396,3
cg20039814,4
cg20188739,3
cg20321319,3
cg20426042,1
cg20570109,1
cg20583945,5
cg21210376,3
cg21312929,4
cg21333674,3
cg21448513,3
cg21934190,1
cg21994818,1
cg22034735,4
cg22225886,3
cg22396119,1
cg22437276,5
cg22993706,4
cg23193613,1
cg23426156,3
cg23732024,1
cg23958704,1
cg24519108,6
cg24833027,4
cg25050565,3
cg25247520,3
cg25439632,1
cg25998745,3
cg26501026,2
cg26534677,1
cg26684174,4
cg26684319,3
cg26711508,1
cg27266060,5
cg27280535,3
cg27316626,4
cg00008629,3
cg00142257,4
cg00273198,3
cg00695112,3
cg00876267,3
cg01403030,3
cg01413354,1
cg01594949,3
cg01692968,3
cg01812894,3
cg01838004,4
cg02268013,3
cg04282082,1
cg05823563,3
cg06433816,4
cg07158339,3
cg07211259,3
cg07962315,3
cg08118354,3
cg08809361,3
cg09976142,4
cg10071929,4
cg10384133,5
cg12052661,7
cg12076931,4
cg13040392,4
cg13390441,3
cg13422921,6
cg13438337,6
cg13456470,1
cg13494087,3
cg13501527,3
cg13600149,5
cg13633625,6
cg13642260,4
cg13657200,3
cg13669432,3
cg13674249,4
cg13717350,4
cg13728834,0
cg13734401,1
cg13753351,6
cg13790576,3
cg13823169,3
cg13861180,3
cg13932501,6
cg13946956,6
cg13979887,6
cg14014731,3
cg14021373,5
cg14058848,3
cg14232851,3
cg14276584,2
cg14330585,5
cg14349078,3
cg14424376,4
cg14506515,4
cg14507845,3
cg14604007,4
cg21179618,2
cg21234955,3
cg21247874,3
cg21469772,1
cg23469878,3
cg26520847,2
cg00277334,3
cg00321709,5
cg00495658,3
cg00533891,3
cg00538147,2
cg00650614,4
cg00928816,3
cg00982519,1
cg01056004,4
cg01283625,6
cg01458105,2
cg01518131,1
cg02107824,3
cg02113055,4
cg02210151,4
cg02241986,3
cg02307823,6
cg02402091,3
cg02538681,6
cg02680903,3
cg02887530,3
cg02981003,5
cg03086067,4
cg03129384,0
cg03249630,6
cg03444838,3
cg03610280,3
cg03628800,3
cg03672997,4
cg03694279,3
cg03751055,5
cg03880642,3
cg03891590,2
cg03917666,3
cg04012681,3
cg04028695,3
cg04198075,3
cg04611437,5
cg04726013,2
cg05162858,6
cg05194426,5
cg05324516,3
cg05636467,1
cg06197966,1
cg06209897,1
cg06279296,5
cg06538549,1
cg06680852,1
cg06715410,4
cg06791446,1
cg06976598,1
cg07044115,4
cg07121693,3
cg07191657,3
cg07264682,3
cg07520810,3
cg07629776,4
cg08079763,3
cg08291907,3
cg08614871,3
cg08739651,5
cg08751451,4
cg08764162,6
cg08772003,4
cg08856318,2
cg08899523,4
cg08930843,6
cg09099868,7
cg09163720,6
cg09389824,3
cg09501025,3
cg10074506,1
cg10684486,3
cg10861731,3
cg11229663,3
cg11612647,3
cg11659652,1
cg11748187,4
cg11803859,6
cg11940177,1
cg12342675,4
cg12483947,1
cg12537405,4
cg12541534,1
cg12549908,4
cg12595742,4
cg12738763,4
cg13315147,5
cg13745632,1
cg13848598,7
cg13852284,6
cg13929328,0
cg14060519,1
cg14174912,3
cg14209784,3
cg14291745,4
cg14413904,1
cg14418922,5
cg14419424,2
cg14731462,3
cg14776578,3
cg14789659,3
cg14916175,3
cg14939821,1
cg15075988,6
cg15219811,6
cg15945235,1
cg16106427,2
cg16126754,5
cg16266492,4
cg16389209,3
cg16653991,4
cg17262810,6
cg17426923,4
cg17460183,3
cg17726092,4
cg17766305,2
cg17932911,6
cg18306516,3
cg18330082,5
cg18382353,2
cg18738190,3
cg19469447,5
cg20012537,3
cg20245361,4
cg20568497,4
cg22534097,6
cg22534759,1
cg22633036,4
cg22633096,3
cg22682200,3
cg22757362,4
cg22796593,3
cg22891191,3
cg23251200,3
cg23325364,3
cg23341182,3
cg23568192,6
cg23656300,3
cg23753748,1
cg24020157,2
cg24243879,2
cg24287110,3
cg24350475,3
cg24609819,1
cg24680439,4
cg24711336,3
cg24762932,2
cg24824686,1
cg24902461,6
cg24968869,5
cg25052156,4
cg25179876,1
cg25181170,6
cg25278353,6
cg25427880,7
cg25580581,3
cg25597390,1
cg26063719,1
cg26316423,3
cg26332926,1
cg26808618,3
cg27038348,3
cg27268352,1
cg27382409,3
cg27455098,4
cg00453717,6
cg01152624,1
cg01282174,3
cg01438090,3
cg01741372,4
cg01833234,4
cg01877352,2
cg02088673,3
cg02097792,3
cg02121547,1
cg02315732,3
cg02493544,3
cg02744216,3
cg02770745,6
cg02946903,5
cg03158561,3
cg03304763,6
cg03548415,1
cg03908676,3
cg04006327,4
cg04057455,3
cg04225088,6
cg04647918,1
cg04913265,4
cg04999352,3
cg05070250,4
cg05344747,6
cg05505103,1
cg05586607,3
cg05655457,3
cg05740244,4
cg05817709,3
cg05925497,3
cg05949397,6
cg06131936,3
cg06178669,3
cg06503573,1
cg06552810,3
cg06710328,6
cg07080372,3
cg07145284,2
cg07243930,4
cg07314988,5
cg07702424,6
cg08045981,3
cg08142096,1
cg08675521,3
cg08686462,3
cg08747557,3
cg08762819,3
cg08939373,6
cg09183450,3
cg09225861,2
cg09342225,3
cg09416908,6
cg09566331,4
cg09878888,2
cg10076902,3
cg10098373,5
cg10208301,4
cg10278102,3
cg10318313,4
cg10493270,1
cg10611016,6
cg10827488,0
cg10893908,3
cg11077392,3
cg11382203,3
cg11741201,3
cg11821245,4
cg13993218,3
cg14082886,1
cg14191024,6
cg14332815,4
cg14462402,1
cg14844989,1
cg14894216,3
cg15172739,3
cg15212210,4
cg15465743,1
cg15765817,4
cg15844711,3
cg16406611,1
cg16436762,6
cg16547529,5
cg16805553,4
cg16865908,1
cg16983588,3
cg17108629,0
cg17111166,1
cg17840408,4
cg18009484,4
cg18308516,3
cg18587063,3
cg19090861,0
cg19097880,1
cg19115017,3
cg19323289,3
cg19388930,3
cg19389884,0
cg19460095,1
cg20090290,6
cg20242427,6
cg20250981,7
cg20268992,2
cg20874052,3
cg20971158,3
cg21585512,1
cg21862992,1
cg22040301,3
cg22978477,3
cg23186333,3
cg23193059,6
cg23669043,1
cg23725454,3
cg23916104,4
cg24012880,6
cg24018756,4
cg24406240,6
cg24412714,1
cg24666096,1
cg24803614,3
cg24869272,5
cg25218152,6
cg25226711,4
cg25273707,3
cg25414537,5
cg25522867,3
cg25600606,6
cg25741594,1
cg25844590,6
cg25866895,3
cg26166595,3
cg26412374,6
cg26645401,2
cg26834418,1
cg27095222,1
cg27209729,3
cg27262041,3
cg27319188,3
cg27603015,6
cg00748589,7
cg01023672,6
cg01201512,5
cg01253753,6
cg01402099,3
cg01528542,3
cg01588993,5
cg01820374,3
cg01924292,6
cg02058108,1
cg02420617,3
cg02664109,6
cg02883147,1
cg02929855,6
cg03124318,3
cg03131366,1
cg03184588,3
