,clusters
cg20507276,6
cg20591472,0
cg20598894,1
cg20692980,6
cg20768358,6
cg21139639,6
cg21263566,3
cg21448423,4
cg21523751,4
cg21606490,6
cg21696012,3
cg21805734,6
cg21815704,3
cg21870884,7
cg22165175,7
cg22386492,4
cg22401679,4
cg22512670,1
cg22627753,5
cg22670572,6
cg22694271,3
cg22730004,1
cg22789976,1
cg22809683,1
cg22848646,3
cg22875332,2
cg22901840,6
cg23019889,2
cg23078123,1
cg23084506,6
cg23095383,5
cg23206461,6
cg23627354,4
cg23683497,5
cg23733394,4
cg23915527,6
cg23961843,6
cg23983887,5
cg24150153,7
cg24401262,3
cg24433287,7
cg24474852,2
cg24502330,3
cg24503407,6
cg24553170,4
cg24693760,6
cg24742520,7
cg24871743,6
cg24931632,7
cg25104727,6
cg25187161,4
cg25199552,3
cg25203916,5
cg25215028,1
cg25256723,1
cg25302646,5
cg25408950,3
cg25410668,0
cg25597117,6
cg25602718,6
cg25838465,6
cg26015416,6
cg26032419,5
cg26050864,7
cg26105956,3
cg26118326,5
cg26189021,5
cg26271435,5
cg26304237,0
cg26328951,5
cg26372517,2
cg26407558,6
cg26570389,6
cg26804772,4
cg26864766,1
cg26894354,1
cg27003165,4
cg27176729,3
cg27541604,5
cg27573991,4
cg00059089,5
cg00458932,5
cg00495775,0
cg00544573,5
cg00602811,4
cg00689213,1
cg00720159,3
cg00982136,5
cg01017244,6
cg01123250,6
cg01273330,6
cg01331772,6
cg01479768,4
cg01491071,5
cg01584932,3
cg01726273,5
cg01728482,6
cg01766396,3
cg01928206,5
cg01940273,4
cg01942558,3
cg02111865,3
cg02116283,3
cg02243157,3
cg02255510,1
cg02444957,5
cg02584498,4
cg02646515,5
cg02675527,6
cg02746381,7
cg03065107,5
cg03147185,5
cg03389926,5
cg03626672,1
cg03716125,5
cg03906115,3
cg03936870,4
cg03938978,6
cg04075726,3
cg04195125,7
cg04519775,5
cg04670857,0
cg04722349,6
cg04845466,2
cg04873188,3
cg04945753,5
cg04955914,5
cg05057534,3
cg05081953,5
cg05363871,5
cg05528339,3
cg05564251,5
cg05609159,1
cg05616969,7
cg05624376,3
cg05875017,6
cg05890855,5
cg05951221,6
cg05995465,4
cg06153448,4
cg06240854,1
cg06271067,4
cg06372850,2
cg06574296,2
cg06639320,2
cg06848247,4
cg07197831,1
cg07227049,3
cg07307994,6
cg07319315,3
cg07615802,6
cg07782112,6
cg08010094,6
cg08035323,1
cg08348957,6
cg08455099,2
cg08467103,4
cg09154591,4
cg09198968,6
cg09287629,7
cg09303312,7
cg09324018,3
cg09353052,5
cg09399716,6
cg09455823,4
cg09692695,4
cg09715285,2
cg09727050,3
cg09841889,4
cg10075819,5
cg10089963,2
cg10106284,4
cg10107473,1
cg10359347,6
cg10416784,5
cg10447327,3
cg10639368,6
cg10827754,3
cg10881225,1
cg10898024,4
cg10944063,1
cg11009736,4
cg11028872,3
cg11059159,6
cg11234688,6
cg11505026,4
cg11660398,2
cg11807280,1
cg11872231,5
cg11916609,3
cg11947548,4
cg12058385,3
cg12313149,3
cg12500956,6
cg12760299,4
cg12940181,3
cg12966876,5
cg13135455,5
cg13149736,1
cg13156207,5
cg13388731,5
cg13391675,4
cg13758331,7
cg13847640,4
cg13854012,6
cg13875008,1
cg13903421,2
cg14003416,4
cg14102437,3
cg14209730,3
cg14639163,2
cg14898223,4
cg15025240,4
cg15344192,4
cg15541040,6
cg15612945,3
cg15652532,6
cg15736127,7
cg15989068,0
cg16058600,2
cg16350446,3
cg16640358,1
cg17052675,6
cg17112958,0
cg17216243,3
cg17445212,6
cg17594003,4
cg17717333,6
cg17959183,3
cg18006568,0
cg18107006,3
cg18141622,3
cg18145105,2
cg18154283,5
cg18328334,4
cg18739675,4
cg18826637,5
cg18899117,3
cg19000647,7
cg19040195,4
cg19077806,1
cg19083407,4
cg19089617,6
cg19225688,4
cg19410609,3
cg19654437,5
cg19671120,0
cg19805943,4
cg19828970,3
cg19867914,4
cg19903071,7
cg20219891,6
cg20325573,6
cg20348746,4
cg20398418,7
cg20563666,4
cg20608990,1
cg20846728,6
cg20891558,6
cg20954977,4
cg21023831,1
cg21188652,5
cg21232161,3
cg21319458,7
cg21368063,5
cg21482265,4
cg21512179,5
cg21563471,5
cg21819782,6
cg21849780,6
cg21862353,4
cg22007809,1
cg22022881,6
cg22033586,7
cg22047282,4
cg22094163,6
cg22276371,6
cg22303418,7
cg22363368,5
cg22478317,5
cg22666015,3
cg22737154,4
cg22833612,3
cg22943590,1
cg22957691,3
cg23008718,7
cg23013850,7
cg23077820,7
cg23119026,1
cg23320965,4
cg23363263,3
cg23482132,1
cg23688111,1
cg23737263,4
cg23817627,4
cg24168002,3
cg24290756,5
cg24475517,3
cg24601559,4
cg24605325,5
cg24608504,3
cg24768116,2
cg25223285,6
cg25305879,3
cg25413977,4
cg25757820,3
cg26090072,4
cg26094651,6
cg26164488,3
cg26179400,6
cg26207766,4
cg26309498,6
cg26343883,2
cg26530942,5
cg26748578,1
cg26823762,7
cg26843807,6
cg27048432,2
cg27134910,4
cg27218978,3
cg27237671,6
cg27597853,1
cg27614178,3
cg00238910,6
cg00303541,2
cg00329615,1
cg00390253,5
cg00446046,3
cg00472373,5
cg00481951,0
cg00832928,6
cg01062024,5
cg01069738,5
cg01178099,3
cg01289541,1
cg01292810,6
cg01331196,4
cg01353941,6
cg01542719,5
cg01556706,3
cg01671681,1
cg01844642,2
cg02047661,1
cg02241759,3
cg02332525,7
cg02527881,1
cg02782895,6
cg03171795,3
cg03274391,1
cg03520471,1
cg03530962,1
cg03556243,4
cg03751527,3
cg03779374,4
cg04228468,0
cg04244170,3
cg04357717,1
cg04422741,3
cg04474366,5
cg04508804,2
cg04521004,0
cg04903759,3
cg05129081,1
cg05279738,1
cg05371578,0
cg05433805,6
cg05529343,4
cg05547895,6
cg05625284,4
cg05628049,7
cg05655806,5
cg05700079,0
cg05936004,3
cg06489037,3
cg06583921,1
cg06661266,1
cg06706813,3
cg06737494,0
cg06740950,3
cg06798483,5
cg06806862,1
cg07275179,3
cg07620573,6
cg08033130,2
cg08124030,4
cg08359464,3
cg08468401,1
cg08526209,5
cg08821998,6
cg09417547,3
cg09447811,3
cg09467433,3
cg09599062,4
cg09611620,5
cg09626521,1
cg10727673,1
cg10784511,5
cg11084334,0
cg11099600,6
cg11160908,1
cg11321190,5
cg11488033,6
cg11740416,7
cg11938367,5
cg12184221,1
cg12196294,3
cg12200866,6
cg12508343,0
cg12899747,1
cg12962542,4
cg12963656,7
cg13050802,4
cg13229867,1
cg13244293,5
cg13256912,1
cg13388769,5
cg13441156,3
cg13612275,6
cg13679679,4
cg13799772,3
cg13879776,7
cg14016236,3
cg14187293,6
cg14188401,1
cg14209346,1
cg14312439,3
cg14473924,7
cg14574489,4
cg14583999,4
cg14614917,5
cg14664412,3
cg14671809,1
cg14703454,3
cg14772800,0
cg14775286,1
cg15028548,4
cg15360181,5
cg15504461,7
cg15693572,1
cg15703322,6
cg15906260,5
cg15957055,0
cg16154857,5
cg16163419,4
cg16181396,0
cg16782084,5
cg16932827,4
cg16975614,2
cg17067226,5
cg17279458,2
cg17448336,7
cg17460445,6
cg17660833,4
cg18095675,3
cg18333339,1
cg18405719,1
cg18450254,4
cg18480675,4
cg18496212,3
cg18522231,6
cg18720486,7
cg18770216,4
cg18918831,6
cg18998911,7
cg19266387,7
cg19483007,5
cg19605623,4
cg19668234,4
cg19729744,1
cg19760965,7
cg20267101,1
cg20668765,4
cg20747538,1
cg20917491,6
cg20925462,7
cg21213853,2
cg21260733,6
cg21360910,4
cg21434132,6
cg21723486,4
cg21735741,6
cg21792134,3
cg21821982,3
cg21827317,4
cg21832546,3
cg21899500,2
cg21968765,1
cg22156842,1
cg22380007,4
cg22583147,5
cg22870429,5
cg23005227,5
cg23651889,5
cg23828301,3
cg24175188,3
cg24200753,1
cg24337025,6
cg24512093,5
cg24769830,6
cg25250358,0
cg25437886,3
cg25631489,5
cg25711003,4
cg25799109,4
cg25818109,5
cg25857695,6
cg25975856,4
cg26062204,5
cg26690511,3
cg26712821,1
cg27020216,0
cg27084654,1
cg27104695,1
cg27526665,0
cg27589809,5
cg00020991,5
cg00741986,5
cg00957901,5
cg01026744,6
cg01091514,6
cg01290904,4
cg01394167,6
cg01400750,3
cg01609139,4
cg01882498,6
cg02193956,3
cg02198513,2
cg02525719,4
cg02722613,6
cg02830749,3
cg02847897,4
cg02854972,5
cg03215181,7
cg03276883,5
cg03340036,3
cg03418002,3
cg03461641,6
cg03782453,7
cg03797115,7
cg03835987,3
cg03862987,5
cg03967798,4
cg03996822,4
cg04006143,1
cg04102163,7
cg04181038,6
cg04399899,3
cg04857395,2
cg05106770,1
cg05211868,4
cg05369942,1
cg05448404,2
cg05626927,5
cg06482428,0
cg06588841,5
cg06713675,6
cg06737308,6
cg07333191,7
cg07428959,7
cg07700233,6
cg08262002,1
cg08289567,4
cg08448170,6
cg08817983,4
cg09351881,6
cg09362608,2
cg09768983,6
cg10242160,0
cg10334354,0
cg10338518,3
cg10512376,1
cg10841253,1
cg10933003,7
cg10955995,1
cg11036041,1
cg11037576,4
cg11088672,4
cg11266682,4
cg11331717,6
cg11519983,6
cg11970349,0
cg12253071,6
cg12306086,3
cg12524338,4
cg12599598,3
cg12717203,6
cg13126871,1
cg14001992,7
cg14022913,3
cg14069287,4
cg14192029,4
cg14497545,4
cg14626309,7
cg14959260,1
cg15105011,6
cg15410675,3
cg15736994,1
cg16001165,1
cg16301894,4
cg16567676,3
cg16737749,1
cg18099096,4
cg18242288,3
cg18434356,6
cg18609078,7
cg18650307,5
cg18797590,1
cg18993949,5
cg19142035,5
cg19473989,4
cg19757535,4
cg19922435,4
cg19978674,4
cg20012601,4
cg20107506,3
cg20320494,6
cg20332195,2
cg20639618,4
cg20816447,1
cg21593015,1
cg21593676,4
cg21743826,1
cg21754194,5
cg21757281,7
cg21983607,6
cg22204103,4
cg23006040,1
cg23137881,3
cg23316648,4
cg23574427,4
cg23836737,4
cg24019078,6
cg24493367,3
cg24597363,3
cg25150953,4
cg25779483,7
cg25886683,2
cg26118045,7
cg26248284,0
cg27186013,7
cg27571769,7
cg00059225,7
cg00177388,0
cg00255919,6
cg00283283,1
cg00299286,6
cg00489401,0
cg00507945,6
cg00530870,3
cg00808170,2
cg01114163,6
cg01208126,6
cg01241390,3
cg01288724,3
cg01579024,2
cg01595951,5
cg01606885,1
cg01741836,4
cg01790628,1
cg02114954,5
cg02161292,2
cg02243061,5
cg02357714,7
cg02531924,1
cg02599361,6
cg02891314,6
cg03378599,6
cg03555227,7
cg03726377,6
cg03873281,4
cg04550712,5
cg04609576,0
cg04730794,3
cg05191919,1
cg05206633,3
cg05256605,4
cg05516295,1
cg05673882,5
cg05693204,5
cg05845217,1
cg05941376,5
cg05982301,5
cg06111286,4
cg06448705,0
cg06465076,3
cg06526721,4
cg06710259,1
cg06757585,2
cg06758539,3
cg07035165,0
cg07181209,4
cg07219494,4
cg07485775,2
cg07717903,2
cg07749597,3
cg07850154,4
cg08305575,3
cg08505883,3
cg08570034,4
cg08748308,1
cg08871495,6
cg08874609,0
cg08951638,4
cg09101941,3
cg09510752,1
cg09816420,6
cg09817016,1
cg09844976,7
cg09885622,4
cg09936799,4
cg10202975,3
cg10257870,2
cg10420838,1
cg10472919,0
cg10535132,4
cg10874644,1
cg11214001,3
cg11230940,2
cg11438310,2
cg11553311,4
cg11838237,5
cg11847992,1
cg11948905,3
cg11958644,7
cg12547959,3
cg12580445,4
cg12960696,5
cg13011109,2
cg13012653,4
cg13039251,1
cg13314260,6
cg13453847,5
cg13626140,5
cg14314729,1
cg14472390,2
cg14502625,6
cg14566959,2
cg15712777,7
cg15839088,5
cg15874877,2
cg16079430,6
cg16316394,6
cg16349093,3
cg16429735,5
cg16453474,5
cg16998950,3
cg17306747,0
cg17394978,5
cg17542330,3
cg17598923,6
cg17621438,4
cg17735593,2
cg18054674,2
cg18897025,3
cg18900914,1
cg19247475,6
cg19673549,3
cg19882512,5
cg19933985,4
cg20666307,5
cg20687255,6
cg20934416,3
cg20954870,3
cg20959460,7
cg20977312,3
cg21101631,6
cg21117330,2
cg21878650,4
cg22143698,7
cg22190023,2
cg22502308,6
cg22788465,1
cg22935653,6
cg23050394,3
cg23230564,7
cg23248424,6
cg23346945,1
cg23408558,1
cg23500537,0
cg23510764,4
cg23911433,3
cg24736734,5
cg24893378,5
cg24894783,3
cg25310824,3
cg25476565,2
cg26269677,3
cg26389950,2
cg26549701,0
cg26811372,6
cg26921969,0
cg26934362,5
cg27079776,6
cg27346707,0
cg27579771,3
cg27583655,5
cg00049595,4
cg00101728,6
cg00135293,4
cg00244776,1
cg00269725,4
cg00439981,3
cg00457913,7
cg00791074,4
cg00804078,4
cg00933603,1
cg00987918,5
cg01233934,2
cg01305913,0
cg01316659,6
cg01394339,1
cg01431340,4
cg01506917,1
cg01546820,5
cg01608493,4
cg01612140,4
cg01699630,3
cg01797450,6
cg01946401,4
cg02091100,5
cg02096172,2
cg02173969,6
cg02181920,5
cg02270332,4
cg02286081,1
cg02835756,5
cg02841199,6
cg02872426,1
cg02932780,1
cg03052078,4
cg03128060,4
cg03187073,3
cg03340878,4
cg03395511,6
cg03735592,1
cg03910874,5
cg04052934,1
cg04064963,1
cg04105923,1
cg04739200,3
cg04771084,6
cg04812347,2
cg04813787,5
cg04826368,4
cg04985482,6
cg05064044,6
cg05082466,6
cg05218678,5
cg05316627,1
cg05352838,5
cg05426299,5
cg05739816,4
cg06126421,4
cg06363485,4
cg06407843,3
cg06413398,4
cg06473288,5
cg06682039,3
cg06762457,5
cg06804823,1
cg06879746,4
cg06975018,3
cg07095347,4
cg07164639,4
cg07343445,2
cg07659053,4
cg08061598,1
cg08188318,4
cg08188698,6
cg08263071,0
cg08355045,1
cg08421910,3
cg08628635,3
cg08742502,5
cg08824384,5
cg08998192,1
cg09365147,3
cg09487078,5
cg09676013,5
cg09715059,1
cg09806625,4
cg10111335,5
cg10278025,5
cg10279314,6
cg10296205,7
cg10395519,6
cg10482057,6
cg10699171,5
cg10735454,6
cg10805721,2
cg10852154,7
cg11235426,6
cg11721349,1
cg11728738,5
cg11747594,4
cg11842502,3
cg11938672,6
cg12106976,7
cg12315353,1
cg12546582,6
cg12584458,6
cg12656896,3
cg12662084,4
cg12939283,1
cg13220290,6
cg13413719,3
cg13500852,4
cg13588517,5
cg13770399,7
cg13826452,7
cg13886789,6
cg14059339,3
cg14079463,2
cg14114133,5
cg14239348,5
cg14345882,6
cg14359052,5
cg14422240,3
cg14441271,6
cg14517133,4
cg14564351,3
cg14753356,4
cg14989243,2
cg15052665,6
cg15174906,3
cg15279541,6
cg15288329,6
cg15383120,6
cg15414930,4
cg15570656,6
cg15692593,6
cg15708526,4
cg15848685,1
cg15964468,7
cg15978899,4
cg15989608,5
cg16052901,5
cg16075940,4
cg16175713,3
cg16180082,1
cg16393899,3
cg16431787,1
cg16519217,1
cg16604233,6
cg16773067,4
cg16853860,1
cg16885113,4
cg17022232,1
cg17143179,5
cg17313269,3
cg17521665,5
cg17537347,6
cg17593342,1
cg17672614,1
cg17729072,5
cg17885226,0
cg17951878,3
cg18251767,4
cg18297196,0
cg18399451,5
cg18763100,6
cg19005210,7
cg19140262,7
cg19190163,5
cg19577206,1
cg19607845,3
cg19635401,3
cg19815376,1
cg20052760,4
cg20128323,6
cg20222562,3
cg20435535,2
cg20445774,7
cg20477259,5
cg20559385,5
cg20595453,1
cg20778199,1
cg20813374,1
cg20876760,0
cg21091547,1
cg21095280,5
cg21191810,6
cg21328082,3
cg21548813,6
cg21572722,0
cg21749424,6
cg21879146,5
cg22092014,4
cg22133973,1
cg22388948,7
cg22446264,4
cg22693055,5
cg22707529,7
cg22736354,2
cg22768222,1
cg22774605,3
cg23021340,6
cg23204396,5
cg23216724,4
cg23318893,6
cg23384708,5
cg23492779,4
cg23628721,5
cg23985641,5
cg24111025,5
cg24112628,1
cg24192846,6
cg24874254,5
cg25042789,5
cg25278941,4
cg25426208,6
cg25441141,1
cg25478114,4
cg25676166,4
cg25792410,2
cg25865108,3
cg26200580,7
cg26325867,1
cg26350754,1
cg26400113,5
cg26413855,4
cg26501049,5
cg26504835,4
cg26514623,3
cg26533311,6
cg26696162,3
cg26720545,6
cg26721803,5
cg26818197,3
cg26823505,5
cg26873880,6
cg26912251,5
cg26968378,6
cg27022531,3
cg27057509,4
cg27113015,5
cg27154651,4
cg27158519,5
cg27247736,6
cg27434890,3
cg00029246,1
cg00139681,4
cg00413089,6
cg00423035,3
cg00475322,6
cg00663946,1
cg00904258,3
cg00936348,4
cg01042465,2
cg01119452,3
cg01156747,6
cg01306563,1
cg01323964,3
cg01353448,2
cg01372694,4
cg01492538,7
cg01496696,1
cg01720616,4
cg01726295,6
cg01874867,6
cg02363526,7
cg02756107,1
cg03068497,1
cg03185704,6
cg03334072,5
cg03369957,1
cg03461110,7
cg03464229,1
cg03470754,2
cg03593189,7
cg03829739,2
cg03840694,4
cg03853208,7
cg04037707,1
cg04427498,7
cg04776231,3
cg04810997,6
cg04873577,1
cg05009601,0
cg05144285,2
cg05231837,6
cg05285228,4
cg05632420,5
cg05675570,6
cg06228763,5
cg06257058,3
cg06486190,3
cg06529080,6
cg06556290,1
cg06781608,5
cg06809544,0
cg06889086,5
cg07006935,3
cg07286216,6
cg07302959,3
cg07510230,5
cg07512361,6
cg07568841,5
cg07876788,4
cg08052546,6
cg08097417,2
cg08352439,5
cg08402433,7
cg08767938,7
cg08795557,5
cg08822075,1
cg08952306,6
cg09125311,6
cg09132376,6
cg09342997,3
cg09832613,5
cg10036013,2
cg10183893,6
cg10679182,3
cg10691866,1
cg11573518,1
cg11601967,4
cg12190994,2
cg12364136,5
cg12534424,0
cg12590535,5
cg12771187,5
cg12894711,4
cg13138446,4
cg13278478,4
cg13538299,1
cg13817046,3
cg13969327,4
cg14042143,4
cg14062261,2
cg14163049,5
cg14329783,6
cg14603031,7
cg14761417,5
cg14762436,6
cg14989226,1
cg14998613,7
cg15177211,4
cg15212455,4
cg15249221,2
cg15309361,7
cg15679892,6
cg15893346,1
cg16810343,1
cg16813187,6
cg16888547,1
cg17207545,6
cg17240725,4
cg17279839,2
cg17326451,4
cg17330251,6
cg17372101,1
cg17508941,2
cg17569124,6
cg17614506,5
cg17727071,1
cg18064714,0
cg18245230,5
cg18276112,7
cg18297960,5
cg18332229,3
cg18603538,5
cg18887458,4
cg18944176,6
cg19149522,4
cg19361615,6
cg19513582,3
cg19665696,6
cg19759064,4
cg19759481,6
cg19801025,7
cg20038219,1
cg20170989,5
cg20665157,2
cg20665259,5
cg21144063,6
cg21186955,1
cg21200382,6
cg21429551,1
cg21537187,1
cg21661022,6
cg21710826,3
cg21728101,6
cg21768835,1
cg21842920,7
cg22171829,4
cg22383121,4
cg22525688,4
cg22543892,4
cg23222472,4
cg23302989,3
cg23304647,7
cg23565757,6
cg23616741,6
cg23621013,5
cg24025721,3
cg24222995,0
cg24249450,6
cg24441899,6
cg24534583,3
cg24627299,4
cg24642844,4
cg25009327,4
cg25814293,2
cg25868285,6
cg25966908,2
cg26057752,2
cg26122963,5
cg26153045,1
cg26162326,3
cg26284540,6
cg26407841,3
cg26478599,3
cg26584120,7
cg26613778,5
cg26660312,2
cg26687381,6
cg26875135,1
cg27284331,6
cg27457191,5
cg27497928,5
cg27511599,6
cg27532318,6
cg27601169,4
cg27637738,1
cg00002224,1
cg00007076,1
cg00021855,1
cg00074818,2
cg00178249,0
cg00250645,4
cg00337440,1
cg00533182,7
cg00582628,5
cg00640314,5
cg00738934,4
cg01607321,3
cg01793320,5
cg01794245,5
cg02151632,6
cg02190353,3
cg02297967,4
cg02303505,1
cg02711724,4
cg03058664,6
cg03090969,5
cg03116837,6
cg03128011,2
cg03485669,1
cg03594078,3
cg03714676,3
cg04035553,2
cg04035728,6
cg04264433,7
cg04440283,4
cg04612566,6
cg04712321,6
cg04747619,5
cg04918696,2
cg05023707,6
cg05130482,6
cg06562718,6
cg06784232,3
cg07178994,1
cg07264586,1
cg07437919,6
cg07583137,1
cg07896832,3
cg08219700,6
cg08267399,5
cg08410878,6
cg08632810,7
cg08646313,1
cg08986840,4
cg09626984,0
cg09851545,2
cg10011091,3
cg10852045,5
cg11123440,4
cg11201447,5
cg11284147,3
cg11363234,4
cg11779808,6
cg12075928,5
cg12162100,3
cg12682382,2
cg12809098,3
cg12847536,2
cg12858593,3
cg13021857,1
cg13057663,3
cg13088432,3
cg13162127,3
cg13631444,4
cg14089503,5
cg14265709,4
cg14391923,4
cg14485877,6
cg14743346,5
cg14837598,4
cg14864167,5
cg14866167,1
cg15537850,4
cg15638882,6
cg15747595,2
cg15891546,3
cg15907480,4
cg15980656,3
cg16408820,5
cg16625218,5
cg16745033,1
cg17090611,3
cg17117049,6
cg17118775,6
cg17524265,6
cg17696517,6
cg17903548,4
cg18059933,2
cg18335796,7
cg18507018,3
cg18715243,1
cg18814083,6
cg19128026,6
cg19405177,2
cg19589396,5
cg20039814,2
cg20188739,5
cg20321319,1
cg20426042,4
cg20570109,4
cg20583945,6
cg21210376,1
cg21312929,4
cg21333674,4
cg21448513,1
cg21934190,4
cg21994818,4
cg22034735,2
cg22225886,1
cg22396119,4
cg22437276,6
cg22993706,6
cg23193613,4
cg23426156,5
cg23732024,1
cg23958704,6
cg24519108,3
cg24833027,4
cg25050565,1
cg25247520,5
cg25439632,4
cg25998745,4
cg26501026,7
cg26534677,1
cg26684174,6
cg26684319,4
cg26711508,1
cg27266060,6
cg27280535,5
cg27316626,2
cg00008629,1
cg00142257,6
cg00273198,1
cg00695112,1
cg00876267,1
cg01403030,1
cg01413354,1
cg01594949,4
cg01692968,4
cg01812894,1
cg01838004,2
cg02268013,1
cg04282082,6
cg05823563,4
cg06433816,6
cg07158339,1
cg07211259,1
cg07962315,1
cg08118354,5
cg08809361,1
cg09976142,6
cg10071929,6
cg10384133,6
cg12052661,7
cg12076931,4
cg13040392,2
cg13390441,5
cg13422921,3
cg13438337,3
cg13456470,4
cg13494087,5
cg13501527,1
cg13600149,6
cg13633625,3
cg13642260,6
cg13657200,5
cg13669432,5
cg13674249,5
cg13717350,6
cg13728834,7
cg13734401,4
cg13753351,3
cg13790576,4
cg13823169,5
cg13861180,1
cg13932501,3
cg13946956,3
cg13979887,3
cg14014731,1
cg14021373,6
cg14058848,5
cg14232851,5
cg14276584,7
cg14330585,6
cg14349078,5
cg14424376,6
cg14506515,5
cg14507845,1
cg14604007,6
cg21179618,7
cg21234955,5
cg21247874,5
cg21469772,6
cg23469878,4
cg26520847,2
cg00277334,4
cg00321709,6
cg00495658,5
cg00533891,4
cg00538147,6
cg00650614,6
cg00928816,5
cg00982519,1
cg01056004,6
cg01283625,3
cg01458105,2
cg01518131,5
cg02107824,1
cg02113055,6
cg02210151,6
cg02241986,5
cg02307823,3
cg02402091,1
cg02538681,3
cg02680903,1
cg02887530,1
cg02981003,6
cg03086067,6
cg03129384,0
cg03249630,3
cg03444838,5
cg03610280,1
cg03628800,5
cg03672997,6
cg03694279,4
cg03751055,6
cg03880642,1
cg03891590,7
cg03917666,5
cg04012681,5
cg04028695,4
cg04198075,5
cg04611437,7
cg04726013,7
cg05162858,3
cg05194426,6
cg05324516,4
cg05636467,4
cg06197966,1
cg06209897,4
cg06279296,6
cg06538549,1
cg06680852,4
cg06715410,6
cg06791446,6
cg06976598,6
cg07044115,6
cg07121693,5
cg07191657,1
cg07264682,1
cg07520810,1
cg07629776,6
cg08079763,5
cg08291907,1
cg08614871,5
cg08739651,2
cg08751451,1
cg08764162,3
cg08772003,2
cg08856318,2
cg08899523,6
cg08930843,3
cg09099868,0
cg09163720,3
cg09389824,5
cg09501025,5
cg10074506,4
cg10684486,1
cg10861731,1
cg11229663,1
cg11612647,1
cg11659652,4
cg11748187,2
cg11803859,3
cg11940177,4
cg12342675,6
cg12483947,1
cg12537405,6
cg12541534,4
cg12549908,4
cg12595742,6
cg12738763,6
cg13315147,6
cg13745632,1
cg13848598,0
cg13852284,3
cg13929328,7
cg14060519,4
cg14174912,5
cg14209784,1
cg14291745,6
cg14413904,4
cg14418922,2
cg14419424,7
cg14731462,1
cg14776578,4
cg14789659,5
cg14916175,1
cg14939821,4
cg15075988,3
cg15219811,3
cg15945235,4
cg16106427,2
cg16126754,6
cg16266492,4
cg16389209,5
cg16653991,6
cg17262810,3
cg17426923,6
cg17460183,5
cg17726092,6
cg17766305,7
cg17932911,3
cg18306516,5
cg18330082,6
cg18382353,7
cg18738190,1
cg19469447,6
cg20012537,5
cg20245361,6
cg20568497,2
cg22534097,3
cg22534759,6
cg22633036,6
cg22633096,1
cg22682200,1
cg22757362,6
cg22796593,4
cg22891191,4
cg23251200,5
cg23325364,5
cg23341182,1
cg23568192,3
cg23656300,5
cg23753748,4
cg24020157,3
cg24243879,7
cg24287110,5
cg24350475,5
cg24609819,1
cg24680439,6
cg24711336,1
cg24762932,7
cg24824686,4
cg24902461,3
cg24968869,6
cg25052156,6
cg25179876,4
cg25181170,3
cg25278353,4
cg25427880,2
cg25580581,5
cg25597390,4
cg26063719,4
cg26316423,5
cg26332926,6
cg26808618,5
cg27038348,5
cg27268352,4
cg27382409,5
cg27455098,6
cg00453717,3
cg01152624,4
cg01282174,4
cg01438090,1
cg01741372,6
cg01833234,6
cg01877352,7
cg02088673,5
cg02097792,1
cg02121547,4
cg02315732,1
cg02493544,5
cg02744216,5
cg02770745,3
cg02946903,6
cg03158561,5
cg03304763,4
cg03548415,4
cg03908676,5
cg04006327,2
cg04057455,1
cg04225088,3
cg04647918,6
cg04913265,2
cg04999352,1
cg05070250,5
cg05344747,3
cg05505103,4
cg05586607,1
cg05655457,1
cg05740244,6
cg05817709,5
cg05925497,1
cg05949397,3
cg06131936,5
cg06178669,5
cg06503573,6
cg06552810,1
cg06710328,3
cg07080372,1
cg07145284,7
cg07243930,4
cg07314988,6
cg07702424,3
cg08045981,1
cg08142096,5
cg08675521,5
cg08686462,5
cg08747557,1
cg08762819,5
cg08939373,3
cg09183450,1
cg09225861,2
cg09342225,5
cg09416908,3
cg09566331,6
cg09878888,7
cg10076902,5
cg10098373,6
cg10208301,6
cg10278102,1
cg10318313,6
cg10493270,4
cg10611016,3
cg10827488,7
cg10893908,5
cg11077392,5
cg11382203,5
cg11741201,1
cg11821245,6
cg13993218,5
cg14082886,5
cg14191024,3
cg14332815,6
cg14462402,4
cg14844989,4
cg14894216,1
cg15172739,5
cg15212210,2
cg15465743,6
cg15765817,6
cg15844711,5
cg16406611,6
cg16436762,3
cg16547529,2
cg16805553,2
cg16865908,6
cg16983588,4
cg17108629,7
cg17111166,4
cg17840408,6
cg18009484,6
cg18308516,5
cg18587063,1
cg19090861,7
cg19097880,5
cg19115017,5
cg19323289,5
cg19388930,5
cg19389884,0
cg19460095,1
cg20090290,3
cg20242427,3
cg20250981,2
cg20268992,7
cg20874052,1
cg20971158,1
cg21585512,1
cg21862992,6
cg22040301,1
cg22978477,4
cg23186333,1
cg23193059,3
cg23669043,4
cg23725454,4
cg23916104,6
cg24012880,3
cg24018756,6
cg24406240,3
cg24412714,1
cg24666096,6
cg24803614,1
cg24869272,2
cg25218152,3
cg25226711,6
cg25273707,5
cg25414537,6
cg25522867,5
cg25600606,3
cg25741594,4
cg25844590,3
cg25866895,1
cg26166595,1
cg26412374,3
cg26645401,7
cg26834418,1
cg27095222,4
cg27209729,1
cg27262041,1
cg27319188,1
cg27603015,4
cg00748589,0
cg01023672,3
cg01201512,6
cg01253753,3
cg01402099,5
cg01528542,5
cg01588993,6
cg01820374,1
cg01924292,3
cg02058108,4
cg02420617,5
cg02664109,3
cg02883147,2
cg02929855,3
cg03124318,5
cg03131366,4
cg03184588,1
